"path","bytes","sha256","extension","last_write_utc","git_tracked"
"sprites\doho_128_dir0.png","14370","12D12B1C5EA7FD3A1965379BED599432A16BD18E73B6C4BF7E27368057B220F1",".png","2026-05-25T04:43:13.7449037Z","True"
"sprites\doho_128_dir1.png","25772","5779267896308D9A0352481965EB92210E2E7129D0C95525E1CBFE1CA6DA5095",".png","2026-05-25T04:43:13.7504172Z","True"
"sprites\doho_128_dir2.png","25821","ADB01B79D0DC4189FFCEB3445891469D9EA372BAF5915402280A671058B08DE4",".png","2026-05-25T04:43:13.7554088Z","True"
"sprites\doho_128_dir3.png","26344","0DC4805237ED02BFA3C0228903AE9D9A5D06273AFC45CA0198241061C627A1D0",".png","2026-05-25T04:43:13.7599209Z","True"
"sprites\doho_256_dir0.png","45902","7CF51034C2677CF327253263E94902F501C85EEABC24638B71149874F31A300C",".png","2026-05-25T04:36:18.3913976Z","True"
"sprites\doho_256_dir1.png","44337","23CD288E52A68747988665123AD8F05E209F84077061347164C8924842728C9D",".png","2026-05-25T04:36:18.3985178Z","True"
"sprites\doho_256_dir2.png","43487","8CE657047186F7C61A303A387ED5E0BFD9DEE90101C14C1B9E10A534E4574C08",".png","2026-05-25T04:36:18.4025191Z","True"
"sprites\doho_256_dir3.png","44979","848FDA42398A6DF84CB526F3F917C72D7986D2C1B97ED55D30B0E404A23C9C25",".png","2026-05-25T04:36:18.4075197Z","True"
"sprites\doho_cref1_spritesheet.png","1634610","FC72467D2FFBD2F553695577B365B23E32A20461CFE6D41E587342B9064CB80D",".png","2026-05-29T17:34:17.2258963Z","True"
"sprites\doho_sheet_4dir.png","56146","864583EB045A7FBFF450323D9E78B75C197D1B78C83831C6DB9FFFF57356CD6F",".png","2026-05-29T16:31:08.5303264Z","True"
"sprites\doho_sheet_test.png","393689","EB61738E4B882566E13C19678D3F0BF8E10FD1AB588DC480E5573B7375CCB65C",".png","2026-05-29T16:52:56.1799750Z","True"
"sprites\doho_sprite.aseprite","55599","91F6E71B7861F2A629EB703DA0A1F7E07596B5E3F43DD5DF4D7B4F79AED95D85",".aseprite","2026-05-29T16:28:47.0190615Z","True"
"sprites\doho_sprite_test.aseprite","429929","FA48CC9A15760A167FE3740A8A1E635BD78CB1A0C53B21A3DD6EAAF2096D1AF4",".aseprite","2026-05-29T16:51:56.9028997Z","True"
"sprites\gwisae_cref2_spritesheet.png","1891134","181E32E3D872D7D44D889A678F63B8B145C081179D16999ADB146828F5C0C0C0",".png","2026-05-29T17:34:10.6488042Z","True"
"tools\rd-api-examples\input.png","54498","3501A76A6B209061EDA094613B0B3316302B23456A130A6F9A7CD37CE2FFFB4E",".png","2026-06-06T19:06:16.8138749Z","False"
"tools\rd-api-examples\resources\single_tile.png","2545","1F7D70EC7D43A384C710FDEEA189B48D1098BA60123287CB4993C990E2501BC5",".png","2026-06-06T19:06:16.8148836Z","False"
"tools\rd-api-examples\resources\tileset.png","23674","3C4F26CCDBD5F44B0050B67C8B25F9B0F7EBFD9DCA50E6C1B6B13B9B6D9784B1",".png","2026-06-06T19:06:16.8148836Z","False"
"tools\rd-api-examples\resources\walk_idle_format.png","26000","541BEAE37991FB7994F8A815334EBBD2B57369B03CA93A52003940C98AEA2BB9",".png","2026-06-06T19:06:16.8148836Z","False"
"tools\rd-api-examples\resources\wordmark.png","110091","744A7BA8E9F764B5B6098673A472F407902BCED84F4E8D63C5727CAF7F34497F",".png","2026-06-06T19:06:16.8158833Z","False"
"tools\rd-api-examples\test_rd_plus_output.png","10837","8317811D4344CAD0D4C4F873BB1D8E68568D6FD2FB4A42018000C2682CFD90CE",".png","2026-06-06T19:14:20.1004443Z","False"
"video\gumiho_vid1.mp4","8632710","8D8934CA4746FC0EB17E80B2D17B421BB07E1AE1F52DFB576D304CFE171DBAE4",".mp4","2026-06-01T05:10:28.7540895Z","True"
"video\gumiho_vid2.mp4","3921760","B5FD3181E4DBBE3B44D94817025290644AAD8BECE77850C88C5B6B93C9337D0D",".mp4","2026-06-01T05:10:23.3384707Z","True"
